name	scope	source_id	source_path	repo_path	files	bytes	description	synced_at
pubmed-database	global	global_claude_skills	/home/teng/.claude/skills/pubmed-database	skills/global/pubmed-database	1	15602	Direct REST API access to PubMed. Advanced Boolean/MeSH queries, E-utilities API, batch processing, citation management. For Python workflows, prefer biopython (Bio.Entrez). Use this for direct HTTP/REST work or custom API implementations.	2026-06-19T22:27:29
pubmed-database	global	global_codex_skills	/home/teng/.codex/skills/pubmed-database	skills/global/pubmed-database	1	15914	Direct REST API access to PubMed. Advanced Boolean/MeSH queries, E-utilities API, batch processing, citation management. For Python workflows, prefer biopython (Bio.Entrez). Use this for direct HTTP/REST work or custom API implementations. 中文触发词：PubMed、医学文献、MeSH、E-utilities、布尔检索、批量文献检索、citation、生命科学论文搜索。 中文追加触发词：寻找参考文献、搜索文献、查参考文献、找PubMed文献、检索生物医学文献、按MeSH找论文、生命科学参考文献。	2026-06-19T22:27:29
read-arxiv-paper	global	global_claude_skills	/home/teng/.claude/skills/read-arxiv-paper	skills/global/read-arxiv-paper	1	1973	Use this skill when asked to read an arxiv paper given an arxiv URL	2026-06-19T22:27:29
read-arxiv-paper	global	global_codex_skills	/home/teng/.codex/skills/read-arxiv-paper	skills/global/read-arxiv-paper	1	2245	Use this skill when asked to read an arxiv paper given an arxiv URL 中文触发词：读arXiv论文、arXiv URL、arxiv源码、TeX源、论文公式、解析论文结构、下载论文源文件。 中文追加触发词：读这篇论文、分析这篇arXiv、提取论文公式、看论文源码、根据这篇arXiv有什么想法。	2026-06-19T22:27:29
repo-intake-and-plan	global	global_claude_skills	/home/teng/.claude/skills/repo-intake-and-plan	skills/global/repo-intake-and-plan	5	15108	Narrow helper skill for README-first AI repo reproduction. Use when the task is specifically to scan a repository, read the README and common project files, extract documented commands, classify inference, evaluation, and training candidates, and return the smallest trustworthy reproduction plan to the main orchestrator. Do not use for environment setup, asset download, command execution, final reporting, paper lookup, or end-to-end orchestration. 中文触发词：论文代码仓库、复现仓库、README扫描、复现计划、仓库结构、推理/评估/训练命令提取、最小可信复现计划。	2026-06-19T22:27:29
repo-intake-and-plan	global	global_codex_skills	/home/teng/.codex/skills/repo-intake-and-plan	skills/global/repo-intake-and-plan	5	15108	Narrow helper skill for README-first AI repo reproduction. Use when the task is specifically to scan a repository, read the README and common project files, extract documented commands, classify inference, evaluation, and training candidates, and return the smallest trustworthy reproduction plan to the main orchestrator. Do not use for environment setup, asset download, command execution, final reporting, paper lookup, or end-to-end orchestration. 中文触发词：论文代码仓库、复现仓库、README扫描、复现计划、仓库结构、推理/评估/训练命令提取、最小可信复现计划。	2026-06-19T22:27:29
research-orchestrator	global	global_claude_skills	/home/teng/.claude/skills/research-orchestrator	skills/global/research-orchestrator	5	19896	Orchestrate, compare, verify, and merge multiple deep research reports into a single authoritative document. Use this skill whenever the user uploads 2+ research reports/documents and wants them compared, verified, merged, deduplicated, fact-checked, or synthesized into one. Also trigger when the user says 'compare research', 'merge reports', 'verify links in my research', 'combine deep research', 'check sources', 'fact-check these documents', 'create unified report', 'best of all research', or mentions having multiple deep research outputs. Trigger even if the user just uploads several long documents and asks to 'make one good version'. Do NOT use for single-document editing, simple summaries, or non-research content. 中文触发词：根据这几篇文献有什么想法、整合这几篇文献、比较这几篇论文、合并多篇文献、核验这些文献来源、从多篇文献提炼结论、综合多个研究报告。	2026-06-19T22:27:29
research-orchestrator	global	global_codex_skills	/home/teng/.codex/skills/research-orchestrator	skills/global/research-orchestrator	5	19896	Orchestrate, compare, verify, and merge multiple deep research reports into a single authoritative document. Use this skill whenever the user uploads 2+ research reports/documents and wants them compared, verified, merged, deduplicated, fact-checked, or synthesized into one. Also trigger when the user says 'compare research', 'merge reports', 'verify links in my research', 'combine deep research', 'check sources', 'fact-check these documents', 'create unified report', 'best of all research', or mentions having multiple deep research outputs. Trigger even if the user just uploads several long documents and asks to 'make one good version'. Do NOT use for single-document editing, simple summaries, or non-research content. 中文触发词：根据这几篇文献有什么想法、整合这几篇文献、比较这几篇论文、合并多篇文献、核验这些文献来源、从多篇文献提炼结论、综合多个研究报告。	2026-06-19T22:27:29
research-project-os	global	global_codex_skills	/home/teng/.codex/skills/research-project-os	skills/global/research-project-os	44	67704	Operate and bootstrap a repository-local research project harness under `.project_os/` for long-running scientific or analysis projects. Use when the user asks for research-project-os, project harness, 项目骨架, 新项目骨架, 搭项目骨架, 初始化项目骨架, 研究项目骨架, 科研项目骨架, 项目工作流骨架, 项目工作台, 长期科研项目管理, run provenance, RESULTS_INDEX, DATA_ASSETS, current_task, continue 当前任务, task/runtime pointers, result promotion, or release workflow.	2026-06-19T22:27:29
scientific-critical-thinking	global	global_claude_skills	/home/teng/.claude/skills/scientific-critical-thinking	skills/global/scientific-critical-thinking	7	103946	Evaluate research rigor. Assess methodology, experimental design, statistical validity, biases, confounding, evidence quality (GRADE, Cochrane ROB), for critical analysis of scientific claims.	2026-06-19T22:27:29
scientific-critical-thinking	global	global_codex_skills	/home/teng/.codex/skills/scientific-critical-thinking	skills/global/scientific-critical-thinking	7	104325	Evaluate research rigor. Assess methodology, experimental design, statistical validity, biases, confounding, evidence quality (GRADE, Cochrane ROB), for critical analysis of scientific claims. 中文触发词：批判性审读、科研严谨性、方法学评估、实验设计、统计有效性、偏倚、混杂、证据质量、同行评审。 中文追加触发词：根据这几篇文献有什么想法、这些文献说明什么、参考文献的做法、论文方法借鉴、比较文献方法、评估文献质量、从文献提出研究思路、找创新点。	2026-06-19T22:27:29
scientific-slides	global	global_claude_skills	/home/teng/.claude/skills/scientific-slides	skills/global/scientific-slides	17	325829	Build slide decks and presentations for research talks. Use this for making PowerPoint slides, conference presentations, seminar talks, research presentations, thesis defense slides, or any scientific talk. Provides slide structure, design templates, timing guidance, and visual validation. Works with PowerPoint and LaTeX Beamer.	2026-06-19T22:27:29
scientific-slides	global	global_codex_skills	/home/teng/.codex/skills/scientific-slides	skills/global/scientific-slides	17	325956	Build slide decks and presentations for research talks. Use this for making PowerPoint slides, conference presentations, seminar talks, research presentations, thesis defense slides, or any scientific talk. Provides slide structure, design templates, timing guidance, and visual validation. Works with PowerPoint and LaTeX Beamer. 中文触发词：科研汇报、论文slides、会议报告、seminar、答辩PPT、scientific talk、PowerPoint、Beamer。	2026-06-19T22:27:29
scientific-visualization	global	global_claude_skills	/home/teng/.claude/skills/scientific-visualization	skills/global/scientific-visualization	11	104440	Create publication figures with matplotlib/seaborn/plotly. Multi-panel layouts, error bars, significance markers, colorblind-safe, export PDF/EPS/TIFF, for journal-ready scientific plots.	2026-06-19T22:27:29
scientific-visualization	global	global_codex_skills	/home/teng/.codex/skills/scientific-visualization	skills/global/scientific-visualization	11	104589	Create publication figures with matplotlib/seaborn/plotly. Multi-panel layouts, error bars, significance markers, colorblind-safe, export PDF/EPS/TIFF, for journal-ready scientific plots. 中文触发词：科学绘图、科研图表、期刊级figure、多面板图、误差棒、显著性标记、色盲友好、导出PDF/EPS/TIFF。	2026-06-19T22:27:29
skill-library-publisher	global	global_claude_skills	/home/teng/.claude/skills/skill-library-publisher	skills/global/skill-library-publisher	1	2620	Manage a GitHub-backed Codex skill library and publish newly created or updated skills using the user's standard repository workflow. Use when the user says 创建skill, 新建skill, 写skill, 更新skill, 上传skill, 同步skill库, 发布skill到GitHub, 自动上传skill, skill仓库, skill库入库, or wants future skills validated, inventoried, committed, and pushed to the skills repository.	2026-06-19T22:27:29
skill-library-publisher	global	global_codex_skills	/home/teng/.codex/skills/skill-library-publisher	skills/global/skill-library-publisher	1	2620	Manage a GitHub-backed Codex skill library and publish newly created or updated skills using the user's standard repository workflow. Use when the user says 创建skill, 新建skill, 写skill, 更新skill, 上传skill, 同步skill库, 发布skill到GitHub, 自动上传skill, skill仓库, skill库入库, or wants future skills validated, inventoried, committed, and pushed to the skills repository.	2026-06-19T22:27:29
small-script-generator	global	global_claude_skills	/home/teng/.claude/skills/small-script-generator	skills/global/small-script-generator	1	828	Generate a small safe helper script or automation snippet for repetitive local tasks. Use when the user asks to 写个小脚本, 生成脚本, 批量处理, 文件转换, 自动化处理, dry-run script, helper script, or needs a minimal Python/Bash/R script with safe defaults.	2026-06-19T22:27:29
small-script-generator	global	global_codex_skills	/home/teng/.codex/skills/small-script-generator	skills/global/small-script-generator	1	828	Generate a small safe helper script or automation snippet for repetitive local tasks. Use when the user asks to 写个小脚本, 生成脚本, 批量处理, 文件转换, 自动化处理, dry-run script, helper script, or needs a minimal Python/Bash/R script with safe defaults.	2026-06-19T22:27:29
systematic-literature-review	global	global_claude_skills	/home/teng/.claude/skills/systematic-literature-review	skills/global/systematic-literature-review	74	6097496	"当用户明确要求""做系统综述/文献综述/related work/相关工作/文献调研""时使用。AI 自定检索词，多源检索→去重→AI 逐篇阅读并评分（1–10分语义相关性与子主题分组）→按高分优先比例选文→自动生成""综/述""字数预算→资深领域专家自由写作（固定摘要/引言/子主题/讨论/展望/结论），保留正文字数与参考文献数硬校验，强制导出 PDF 与 Word。支持多语言翻译与智能编译（en/zh/ja/de/fr/es）。"	2026-06-19T22:27:29
systematic-literature-review	global	global_codex_skills	/home/teng/.codex/skills/systematic-literature-review	skills/global/systematic-literature-review	74	6097841	"当用户明确要求\\\""做系统综述/文献综述/related work/相关工作/文献调研\\\""时使用。AI 自定检索词，多源检索→去重→AI 逐篇阅读并评分（1–10分语义相关性与子主题分组）→按高分优先比例选文→自动生成\\\""综/述\\\""字数预算→资深领域专家自由写作（固定摘要/引言/子主题/讨论/展望/结论），保留正文字数与参考文献数硬校验，强制导出 PDF 与 Word。支持多语言翻译与智能编译（en/zh/ja/de/fr/es）。 中文触发词：系统综述、文献综述、related work、相关工作、文献调研、多源检索、去重、逐篇评分、综述写作。 中文追加触发词：寻找参考文献、搜索文献、参考文献整理、系统找文献、批量筛选文献、根据文献写综述、文献评分、related work素材。"	2026-06-19T22:27:29
ticket-breakdown	global	global_claude_skills	/home/teng/.claude/skills/ticket-breakdown	skills/global/ticket-breakdown	1	934	Break a task, ticket, issue, or current frontier problem into small ordered steps with acceptance checks. Use when the user asks to 拆任务, 拆步骤, 分解任务, 制定小计划, 把当前问题拆小, 把当前任务拆成更小的验收步骤, 验收步骤, 验收条件, ticket breakdown, issue breakdown, or when a planning-with-files task_plan.md needs concrete steps.	2026-06-19T22:27:29
ticket-breakdown	global	global_codex_skills	/home/teng/.codex/skills/ticket-breakdown	skills/global/ticket-breakdown	1	934	Break a task, ticket, issue, or current frontier problem into small ordered steps with acceptance checks. Use when the user asks to 拆任务, 拆步骤, 分解任务, 制定小计划, 把当前问题拆小, 把当前任务拆成更小的验收步骤, 验收步骤, 验收条件, ticket breakdown, issue breakdown, or when a planning-with-files task_plan.md needs concrete steps.	2026-06-19T22:27:29
tooluniverse	global	global_claude_skills	/home/teng/.claude/skills/tooluniverse	skills/global/tooluniverse	5	57160	Router for ToolUniverse tasks. Routes to 105+ specialized skills (disease/drug/target research, genomics, proteomics, clinical decision support, etc.) or uses 2300+ scientific tools. Covers tool discovery, multi-hop queries, workflows, and report generation. Use for scientific research, biological data, drug/target/disease relationships, or any biology/medicine/chemistry question. Verifies facts against databases (UniProt, PubMed, ChEMBL, ClinVar, GWAS Catalog).	2026-06-19T22:27:29
tooluniverse	global	global_codex_skills	/home/teng/.codex/skills/tooluniverse	skills/global/tooluniverse	5	57244	Router for ToolUniverse life-science and biomedical database work. Use for biology, medicine, chemistry, pharmacology, genes, proteins, diseases, drugs, compounds, sequences, variants, pathways, and scientific fact checking against databases such as UniProt, PubMed, ChEMBL, ClinVar, GWAS, PDB, and Ensembl. Also use when the user asks 生物、医学、生命科学、基因、蛋白、疾病、药物、化合物、序列、突变、通路、数据库查证、科学事实核验, or when unsure and a real database lookup is better than memory.	2026-06-19T22:27:29
tooluniverse-gene-enrichment	global	global_claude_skills	/home/teng/.claude/skills/tooluniverse-gene-enrichment	skills/global/tooluniverse-gene-enrichment	10	186654	Perform comprehensive gene enrichment and pathway analysis using gseapy (ORA and GSEA), PANTHER, STRING, Reactome, and 40+ ToolUniverse tools. Supports GO enrichment (BP, MF, CC), KEGG, Reactome, WikiPathways, MSigDB Hallmark, and 220+ Enrichr libraries. Handles multiple ID types (gene symbols, Ensembl, Entrez, UniProt), multiple organisms (human, mouse, rat, fly, worm, yeast), customizable backgrounds, and multiple testing correction (BH, Bonferroni). Use when users ask about gene enrichment, pathway analysis, GO term enrichment, KEGG pathway analysis, GSEA, over-representation analysis, functional annotation, or gene set analysis.	2026-06-19T22:27:29
tooluniverse-gene-enrichment	global	global_codex_skills	/home/teng/.codex/skills/tooluniverse-gene-enrichment	skills/global/tooluniverse-gene-enrichment	10	186784	Perform comprehensive gene enrichment and pathway analysis using gseapy (ORA and GSEA), PANTHER, STRING, Reactome, and 40+ ToolUniverse tools. Supports GO enrichment (BP, MF, CC), KEGG, Reactome, WikiPathways, MSigDB Hallmark, and 220+ Enrichr libraries. Handles multiple ID types (gene symbols, Ensembl, Entrez, UniProt), multiple organisms (human, mouse, rat, fly, worm, yeast), customizable backgrounds, and multiple testing correction (BH, Bonferroni). Use when users ask about gene enrichment, pathway analysis, GO term enrichment, KEGG pathway analysis, GSEA, over-representation analysis, functional annotation, or gene set analysis. 中文触发词：基因富集、GO富集、KEGG、Reactome、GSEA、ORA、pathway、功能注释、gene set、通路分析。	2026-06-19T22:27:29
tooluniverse-literature-deep-research	global	global_claude_skills	/home/teng/.claude/skills/tooluniverse-literature-deep-research	skills/global/tooluniverse-literature-deep-research	7	85548	Comprehensive literature deep research across any academic domain using 120+ ToolUniverse tools. Conducts subject disambiguation, systematic literature search with citation network expansion, evidence grading (T1-T4), and structured theme extraction. Produces detailed reports with mandatory completeness checklists, integrated models, and testable hypotheses. Use when users need thorough literature reviews, target/drug/disease profiles, topic deep-dives, claim verification, or systematic evidence synthesis. Supports biomedical (genes, proteins, drugs, diseases), computer science, social science, and general academic topics. For single factoid questions, uses a fast verification mode with inline answer.	2026-06-19T22:27:29
tooluniverse-literature-deep-research	global	global_codex_skills	/home/teng/.codex/skills/tooluniverse-literature-deep-research	skills/global/tooluniverse-literature-deep-research	7	85965	Comprehensive literature deep research across any academic domain using 120+ ToolUniverse tools. Conducts subject disambiguation, systematic literature search with citation network expansion, evidence grading (T1-T4), and structured theme extraction. Produces detailed reports with mandatory completeness checklists, integrated models, and testable hypotheses. Use when users need thorough literature reviews, target/drug/disease profiles, topic deep-dives, claim verification, or systematic evidence synthesis. Supports biomedical (genes, proteins, drugs, diseases), computer science, social science, and general academic topics. For single factoid questions, uses a fast verification mode with inline answer. 中文触发词：文献深度调研、科研调研、研究进展、机制证据、证据分级、基因/蛋白/药物/疾病综述、系统证据综合。 中文追加触发词：寻找参考文献、搜索文献、查参考文献、找相关论文、根据这几篇文献有什么想法、基于几篇文献提出想法、参考文献的做法、文献方法对比、从文献找方法、论文思路启发。	2026-06-19T22:27:29
tooluniverse-phylogenetics	global	global_claude_skills	/home/teng/.claude/skills/tooluniverse-phylogenetics	skills/global/tooluniverse-phylogenetics	10	168481	Production-ready phylogenetics and sequence analysis skill for alignment processing, tree analysis, and evolutionary metrics. Computes treeness, RCV, treeness/RCV, parsimony informative sites, evolutionary rate, DVMC, tree length, alignment gap statistics, GC content, and bootstrap support using PhyKIT, Biopython, and DendroPy. Performs NJ/UPGMA/parsimony tree construction, Robinson-Foulds distance, Mann-Whitney U tests, and batch analysis across gene families. Integrates with ToolUniverse for sequence retrieval (NCBI, UniProt, Ensembl) and tree annotation. Use when processing FASTA/PHYLIP/Nexus/Newick files, computing phylogenetic metrics, comparing taxa groups, or answering questions about alignments, trees, parsimony, or molecular evolution.	2026-06-19T22:27:29
tooluniverse-phylogenetics	global	global_codex_skills	/home/teng/.codex/skills/tooluniverse-phylogenetics	skills/global/tooluniverse-phylogenetics	10	168623	Production-ready phylogenetics and sequence analysis skill for alignment processing, tree analysis, and evolutionary metrics. Computes treeness, RCV, treeness/RCV, parsimony informative sites, evolutionary rate, DVMC, tree length, alignment gap statistics, GC content, and bootstrap support using PhyKIT, Biopython, and DendroPy. Performs NJ/UPGMA/parsimony tree construction, Robinson-Foulds distance, Mann-Whitney U tests, and batch analysis across gene families. Integrates with ToolUniverse for sequence retrieval (NCBI, UniProt, Ensembl) and tree annotation. Use when processing FASTA/PHYLIP/Nexus/Newick files, computing phylogenetic metrics, comparing taxa groups, or answering questions about alignments, trees, parsimony, or molecular evolution. 中文触发词：系统发育、进化树、Newick、FASTA比对、PHYLIP、Nexus、ortholog、同源基因、分子进化、bootstrap。	2026-06-19T22:27:29
tooluniverse-protein-structure-retrieval	global	global_claude_skills	/home/teng/.claude/skills/tooluniverse-protein-structure-retrieval	skills/global/tooluniverse-protein-structure-retrieval	3	13311	Retrieves protein structure data from RCSB PDB, PDBe, and AlphaFold with protein disambiguation, quality assessment, and comprehensive structural profiles. Creates detailed structure reports with experimental metadata, ligand information, and download links. Use when users need protein structures, 3D models, crystallography data, or mention PDB IDs (4-character codes like 1ABC) or UniProt accessions.	2026-06-19T22:27:29
tooluniverse-protein-structure-retrieval	global	global_codex_skills	/home/teng/.codex/skills/tooluniverse-protein-structure-retrieval	skills/global/tooluniverse-protein-structure-retrieval	3	13438	Retrieves protein structure data from RCSB PDB, PDBe, and AlphaFold with protein disambiguation, quality assessment, and comprehensive structural profiles. Creates detailed structure reports with experimental metadata, ligand information, and download links. Use when users need protein structures, 3D models, crystallography data, or mention PDB IDs (4-character codes like 1ABC) or UniProt accessions. 中文触发词：蛋白结构、PDB、PDBe、AlphaFold、三维结构、晶体结构、结构检索、UniProt accession。	2026-06-19T22:27:29
tooluniverse-rnaseq-deseq2	global	global_claude_skills	/home/teng/.claude/skills/tooluniverse-rnaseq-deseq2	skills/global/tooluniverse-rnaseq-deseq2	15	162142	Production-ready RNA-seq differential expression analysis using PyDESeq2. Performs DESeq2 normalization, dispersion estimation, Wald testing, LFC shrinkage, and result filtering. Handles multi-factor designs, multiple contrasts, batch effects, and integrates with gene enrichment (gseapy) and ToolUniverse annotation tools (UniProt, Ensembl, OpenTargets). Supports CSV/TSV/H5AD input formats and any organism. Use when analyzing RNA-seq count matrices, identifying DEGs, performing differential expression with statistical rigor, or answering questions about gene expression changes.	2026-06-19T22:27:29
tooluniverse-rnaseq-deseq2	global	global_codex_skills	/home/teng/.codex/skills/tooluniverse-rnaseq-deseq2	skills/global/tooluniverse-rnaseq-deseq2	15	162285	Production-ready RNA-seq differential expression analysis using PyDESeq2. Performs DESeq2 normalization, dispersion estimation, Wald testing, LFC shrinkage, and result filtering. Handles multi-factor designs, multiple contrasts, batch effects, and integrates with gene enrichment (gseapy) and ToolUniverse annotation tools (UniProt, Ensembl, OpenTargets). Supports CSV/TSV/H5AD input formats and any organism. Use when analyzing RNA-seq count matrices, identifying DEGs, performing differential expression with statistical rigor, or answering questions about gene expression changes. 中文触发词：RNA-seq、转录组、DESeq2、差异表达、DEG、count matrix、批次效应、多因素设计、基因表达变化。	2026-06-19T22:27:29
tooluniverse-sequence-retrieval	global	global_claude_skills	/home/teng/.claude/skills/tooluniverse-sequence-retrieval	skills/global/tooluniverse-sequence-retrieval	3	10412	Retrieves biological sequences (DNA, RNA, protein) from NCBI and ENA with gene disambiguation, accession type handling, and comprehensive sequence profiles. Creates detailed reports with sequence metadata, cross-database references, and download options. Use when users need nucleotide sequences, protein sequences, genome data, or mention GenBank, RefSeq, EMBL accessions.	2026-06-19T22:27:29
tooluniverse-sequence-retrieval	global	global_codex_skills	/home/teng/.codex/skills/tooluniverse-sequence-retrieval	skills/global/tooluniverse-sequence-retrieval	3	10558	Retrieves biological sequences (DNA, RNA, protein) from NCBI and ENA with gene disambiguation, accession type handling, and comprehensive sequence profiles. Creates detailed reports with sequence metadata, cross-database references, and download options. Use when users need nucleotide sequences, protein sequences, genome data, or mention GenBank, RefSeq, EMBL accessions. 中文触发词：序列检索、DNA/RNA/蛋白序列、FASTA、NCBI、ENA、GenBank、RefSeq、EMBL、accession、登录号、基因序列。	2026-06-19T22:27:29
web-search	global	global_claude_skills	/home/teng/.claude/skills/web-search	skills/global/web-search	1	14768	USE FOR web search. Returns ranked results with snippets, URLs, thumbnails. Supports freshness filters, SafeSearch, Goggles for custom ranking, pagination. Primary search endpoint.	2026-06-19T22:27:29
web-search	global	global_codex_skills	/home/teng/.codex/skills/web-search	skills/global/web-search	1	14768	USE FOR web search. Returns ranked results with snippets, URLs, thumbnails. Supports freshness filters, SafeSearch, Goggles for custom ranking, pagination. Primary search endpoint.	2026-06-19T22:27:29
write-a-skill	global	global_claude_skills	/home/teng/.claude/skills/write-a-skill	skills/global/write-a-skill	1	3056	Create new agent skills with proper structure, progressive disclosure, and bundled resources. Use when user wants to create, write, or build a new skill.	2026-06-19T22:27:29
write-a-skill	global	global_codex_skills	/home/teng/.codex/skills/write-a-skill	skills/global/write-a-skill	1	3056	Create new agent skills with proper structure, progressive disclosure, and bundled resources. Use when user wants to create, write, or build a new skill.	2026-06-19T22:27:29
bio-data-code-availability	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-data-code-availability	skills/local/bio-data-code-availability	2	4688	Prepare or audit Data Availability and Code Availability statements for bioinformatics manuscripts. Use for 生信数据可用性, 代码可用性, GEO/SRA/ENA/BioProject/BioSample/PRIDE/Zenodo/GitHub accession, FAIR清单, source data. Do not invent repository records, accessions, DOIs, licences, embargo dates, or access restrictions.	2026-06-19T22:27:29
bio-methods-writing	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-methods-writing	skills/local/bio-methods-writing	2	3942	Draft reproducible bioinformatics Methods from workflow provenance, commands, configs, EVIDENCE_PACK.md, software lists, and author notes. Use for 生信Methods, 材料与方法, workflow写法, 可复现方法, RNA-seq/富集/单细胞/系统发育方法写作. Do not run or debug analyses, infer missing parameters, or fabricate versions, genome builds, accessions, or thresholds.	2026-06-19T22:27:29
bio-paper-writing	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-paper-writing	skills/local/bio-paper-writing	4	9746	Draft or restructure bioinformatics manuscripts from EVIDENCE_PACK.md, figures, tables, analysis summaries, or Chinese notes. Use for 生信论文, 写abstract, 写introduction, 写Results, 写Discussion, 根据结果写论文, 中文实验记录写英文论文. Do not run analyses, validate accessions, or fabricate datasets, statistics, software versions, mechanisms, or citations.	2026-06-19T22:27:29
bio-paper2ppt	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-paper2ppt	skills/local/bio-paper2ppt	2	4265	Create Chinese presentation plans or PPTX decks from bioinformatics papers, EVIDENCE_PACK.md, figures, tables, abstracts, or reading notes. Use for 生信论文转PPT, 组会汇报, journal club, 多组学/单细胞/算法论文汇报. Focus on story, workflow, evidence figures, limitations, and discussion questions; do not run analyses or fabricate results.	2026-06-19T22:27:29
bio-polishing	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-polishing	skills/local/bio-polishing	2	4002	Polish, restructure, or translate bioinformatics manuscript prose while preserving evidence boundaries. Use for 生信论文润色, 中译英, SCI润色, Results润色, Discussion润色, 摘要润色, 术语统一, overclaim检查. Do not add new analyses, citations, statistics, accessions, software versions, or biological mechanisms not supplied by the user.	2026-06-19T22:27:29
bio-research-auto-router	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-research-auto-router	skills/local/bio-research-auto-router	2	5076	Broad auto-router for vague Chinese or English bioinformatics, life-science research, omics, manuscript, paper-writing, reviewer-response, data-availability, PPT, literature-method, accession, GEO/SRA, RNA-seq, enrichment, workflow, or evidence-pack tasks when the user does not name a specific skill. Use for prompts like 帮我看看这些结果, 这个能不能写文章, 下一步怎么做, 整理一下生信结果, 写论文, 改文章, 审稿意见怎么回, 做组会PPT. Routes to bioinfo-evidence-orchestrator, bio-paper-writing, bio-results-writing, bio-methods-writing, bio-polishing, bio-reviewer-response, bio-data-code-availability, bio-paper2ppt, literature-method-data-miner, and existing tooluniverse/pubmed/reproduction skills.	2026-06-19T22:27:29
bio-results-writing	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-results-writing	skills/local/bio-results-writing	2	3925	Write bioinformatics Results sections from figures, tables, EVIDENCE_PACK.md, analysis summaries, and Chinese result notes. Use for 生信Results, 根据图表写结果, RNA-seq结果写作, 富集结果写作, 单细胞/多组学结果段落. Do not run analyses, change statistics, or fabricate p values, FDR, sample sizes, figure panels, or mechanisms.	2026-06-19T22:27:29
bio-reviewer-response	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bio-reviewer-response	skills/local/bio-reviewer-response	2	4713	Draft, audit, or revise point-by-point reviewer responses for bioinformatics manuscripts. Use for 生信审稿回复, 逐点回复, 大修回复, reviewer质疑batch effect/FDR/外部验证/数据泄露/样本量/方法可复现. Do not claim analyses, revisions, citations, line numbers, figures, or validations were completed unless supplied by the author.	2026-06-19T22:27:29
bioinfo-evidence-orchestrator	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/bioinfo-evidence-orchestrator	skills/local/bioinfo-evidence-orchestrator	2	7419	Bioinformatics evidence orchestration skill. Use when the user asks to analyze, validate, reproduce, inspect, organize, or prepare evidence from bioinformatics datasets, omics results, gene lists, workflows, database records, accessions, papers, or figures before writing. Routes to existing skills such as tooluniverse, pubmed-database, literature-method-data-miner, tooluniverse-rnaseq-deseq2, tooluniverse-gene-enrichment, sequence/protein/phylogenetics skills, scientific-critical-thinking, and reproduction skills. Produces EVIDENCE_PACK.md, risk tables, figure inventories, and missing-information lists. Do not use for manuscript prose drafting, polishing, reviewer responses, or PPT writing. 中文触发词：生信分析、组学分析、数据库查证、GEO、SRA、accession、QC、富集分析、RNA-seq、DESeq2、整理证据、写论文前整理结果、复现生信流程。	2026-06-19T22:27:29
literature-method-data-miner	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/literature-method-data-miner	skills/local/literature-method-data-miner	2	4893	Interpret short Chinese literature-method prompts as a request to mine research methods and data from papers. Use when the user says 文献是怎么做的、这篇文献怎么做的、这些文献怎么做的、参考文献是怎么做的、文献里的方法、文献方法、参考文献的做法、从文献找科研方法、从文献收集数据、正文和附录数据、补充材料数据、根据文献找实验设计, even when papers were not provided and should be found through deep research first. Works as a planning-with-files router for literature discovery, main-text/supplement data extraction, method comparison, and idea generation.	2026-06-19T22:27:29
project-skeleton	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/project-skeleton	skills/local/project-skeleton	1	1294	Thin Chinese trigger/alias for bootstrapping or resuming a repository project workflow skeleton. Use when the user says 项目骨架, 新项目骨架, 搭项目骨架, 初始化项目骨架, 项目工作流骨架, 研究项目骨架, 科研项目骨架, 开工, 继续项目, or asks to scaffold a durable research/project harness.	2026-06-19T22:27:29
research-project-os	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/research-project-os	skills/local/research-project-os	44	67704	Operate and bootstrap a repository-local research project harness under `.project_os/` for long-running scientific or analysis projects. Use when the user asks for research-project-os, project harness, 项目骨架, 新项目骨架, 搭项目骨架, 初始化项目骨架, 研究项目骨架, 科研项目骨架, 项目工作流骨架, 项目工作台, 长期科研项目管理, run provenance, RESULTS_INDEX, DATA_ASSETS, current_task, continue 当前任务, task/runtime pointers, result promotion, or release workflow.	2026-06-19T22:27:29
skill-library-publisher	local	repo_local	/home/teng/claude_code/codex-skills-hub/skills/local/skill-library-publisher	skills/local/skill-library-publisher	1	2620	Manage a GitHub-backed Codex skill library and publish newly created or updated skills using the user's standard repository workflow. Use when the user says 创建skill, 新建skill, 写skill, 更新skill, 上传skill, 同步skill库, 发布skill到GitHub, 自动上传skill, skill仓库, skill库入库, or wants future skills validated, inventoried, committed, and pushed to the skills repository.	2026-06-19T22:27:29
